,index,No._x,Ticker,Company,Sector,Industry,Country,Market Cap_x,P/E_x,Price_x,Change_x,Volume_x,No._y,Market Cap_y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price_y,Change_y,Volume_y,P/E_y,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume_x,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume_y,Rel Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
6094,14,6095,QD,Qudian Inc.,Financial,Credit Services,China,404.22M,1.47,1.63,2.52%,546433,6095,404.22M,-,14.60%,16.70%,4.70%,24.60,24.60,0.08,0.00,77.70%,92.60%,80.90%,Aug 24/b,1.63,2.52%,546433,1.47,0.51,-,1.05,0.21,0.32,1.08,-67.80%,-14.50%,47.30%,-3.29%,73.40%,253.37M,172.80M,1.60%,0.00%,32.60%,4.79%,1.86%,2.37,1.35M,9.40%,-0.61%,-18.50%,-20.10%,21.64%,18.12%,6.14%,5.73%,3.30,1.35M,0.40,1.00,0.09,6.15%,0.15%,-20.30%,-57.33%,39.32%,54.90,3.16%,-0.63%
6095,15,6096,QDEC,FT Cboe Vest Growth-100 Buffer ETF - December,Financial,Exchange Traded Fund,USA,-,-,22.29,-0.13%,1081,6096,-,-,-,-,-,-,-,-,-,-,-,-,-,22.29,-0.13%,1081,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.56K,0.38%,-0.94%,1.41%,6.04%,-,11.00%,0.73%,0.61%,-,21.56K,0.05,-,0.15,-0.19%,-0.13%,5.14%,-1.37%,14.72%,49.70,-0.13%,0.00%
6096,16,6097,QDEF,FlexShares Quality Dividend Defensive Index Fund,Financial,Exchange Traded Fund,USA,-,-,54.00,-0.19%,19037,6097,-,2.02%,-,-,-,-,-,-,-,-,-,-,-,54.00,-0.19%,19037,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.62K,0.82%,-2.90%,-1.33%,3.15%,19.20%,12.68%,0.96%,0.95%,-,25.62K,0.74,-,0.57,-0.48%,-2.04%,3.08%,-4.56%,27.93%,45.60,-0.37%,0.18%
6097,17,6098,QDEL,Quidel Corporation,Healthcare,Diagnostics & Research,USA,6.04B,6.69,138.04,1.34%,863018,6098,6.04B,-,51.20%,70.80%,61.30%,4.40,3.30,0.00,0.00,81.30%,63.30%,49.00%,Aug 05/a,138.04,1.34%,863018,6.69,31.02,0.93,3.29,4.08,10.18,8.48,971.80%,-42.43%,154.30%,7.20%,53.30%,41.69M,36.57M,1.70%,-1.06%,93.10%,4.79%,11.26%,6.70,614.18K,2.76%,-2.15%,12.74%,8.44%,-50.13%,-23.16%,4.55%,4.47%,2.50,614.18K,1.41,-0.10,6.46,-4.38%,1.39%,-5.74%,-52.19%,33.62%,48.11,-4.50%,6.12%
6098,18,6099,QDF,FlexShares Quality Dividend Index Fund,Financial,Exchange Traded Fund,USA,-,-,56.74,-0.11%,10399,6099,-,1.90%,-,-,-,-,-,-,-,-,-,-,-,56.74,-0.11%,10399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.30K,1.03%,-2.05%,-0.63%,3.63%,23.19%,14.77%,0.99%,1.01%,-,33.30K,0.31,-,0.63,-0.12%,-1.31%,3.85%,-3.65%,32.01%,48.07,-0.35%,0.25%
6099,19,6100,QED,IQ Hedge Event-Driven Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,23.78,-0.31%,1171,6100,-,4.42%,-,-,-,-,-,-,-,-,-,-,-,23.78,-0.31%,1171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.36K,-0.31%,-0.90%,-0.36%,0.41%,3.40%,1.56%,0.28%,0.27%,-,12.36K,0.09,-,0.09,-0.43%,-0.33%,0.01%,-2.96%,5.09%,44.87,-0.48%,0.17%
6100,0,6101,QEFA,SPDR MSCI EAFE StrategicFactors ETF,Financial,Exchange Traded Fund,USA,-,-,75.10,-0.12%,25335,6101,-,1.94%,-,-,-,-,-,-,-,-,-,-,-,75.10,-0.12%,25335,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.20K,-0.27%,-4.53%,-2.24%,2.23%,19.01%,7.48%,0.81%,0.69%,-,36.20K,0.70,-,0.74,-2.30%,-3.15%,0.70%,-5.47%,26.60%,37.13,-0.24%,0.12%
6101,1,6102,QEMM,SPDR MSCI Emerging Markets StrategicFactors ETF,Financial,Exchange Traded Fund,USA,-,-,68.18,0.04%,563,6102,-,2.11%,-,-,-,-,-,-,-,-,-,-,-,68.18,0.04%,563,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.68K,0.59%,-2.07%,-1.42%,1.18%,17.32%,4.73%,0.62%,0.63%,-,2.68K,0.21,-,0.67,-0.14%,-0.33%,-0.47%,-4.21%,20.86%,49.82,-0.17%,0.21%
6102,2,6103,QFIN,"360 DigiTech, Inc.",Financial,Credit Services,China,3.31B,4.05,21.25,6.52%,1464841,6103,3.31B,-,20.60%,51.90%,33.10%,1.80,1.80,0.00,0.03,87.10%,41.10%,36.40%,Aug 19/a,21.25,6.52%,1464841,4.05,0.61,-,1.46,1.68,4.11,-,37.20%,-2.97%,-,-,-,153.44M,99.82M,9.51%,0.00%,59.30%,1.05%,8.32%,2.37,3.50M,7.05%,-15.84%,-20.41%,-14.28%,70.00%,80.24%,5.74%,6.24%,1.50,3.50M,0.42,-,1.44,2.85%,1.10%,-14.31%,-52.78%,119.75%,51.51,5.46%,1.00%
6103,3,6104,QFTA,Quantum FinTech Acquisition Corporation,Financial,Shell Companies,USA,247.47M,-,9.82,-0.04%,10,6104,247.47M,-,-,-,-,2.80,2.80,0.00,0.00,-,-,-,-,9.82,-0.04%,10,-,-,-,-,1.25,824.89,-,-,-,-,-,-,25.16M,21.07M,0.70%,0.00%,62.10%,41.48%,0.32%,0.92,73.27K,-0.14%,0.58%,0.58%,0.99%,-,0.78%,0.22%,0.27%,-,73.27K,0.00,-,0.03,0.14%,0.50%,0.65%,-0.85%,3.33%,54.38,0.00%,-0.04%
6104,4,6105,QGEN,QIAGEN N.V.,Healthcare,Diagnostics & Research,Netherlands,11.95B,24.84,51.07,-0.10%,348056,6105,11.95B,-,8.20%,16.90%,6.50%,3.60,2.90,0.65,0.65,65.50%,24.00%,21.90%,Jul 29/a,51.07,-0.10%,348056,24.84,25.01,6.47,5.46,3.92,13.31,28.48,938.90%,-16.31%,22.00%,3.84%,7.90%,228.52M,226.45M,3.60%,0.00%,69.60%,0.67%,1.70%,4.89,787.72K,0.18%,-8.02%,4.67%,-0.99%,-5.55%,-3.37%,1.61%,1.55%,2.50,787.72K,0.44,0.25,0.91,-3.63%,-4.38%,0.02%,-13.44%,12.66%,34.05,-0.51%,0.41%
6105,5,6106,QGRO,American Century U.S. Quality Growth ETF,Financial,Exchange Traded Fund,USA,-,-,70.91,-0.92%,3374,6106,-,0.21%,-,-,-,-,-,-,-,-,-,-,-,70.91,-0.92%,3374,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.52K,-0.50%,-5.21%,-0.44%,5.67%,25.23%,14.57%,1.25%,1.01%,-,13.52K,0.25,-,1.00,-2.68%,-3.87%,4.52%,-7.18%,33.57%,39.69,-1.38%,0.47%
6106,6,6107,QH,Quhuo Limited,Technology,Software - Application,China,125.91M,-,2.45,-1.21%,6508,6107,125.91M,-,-,-,-7.20%,1.30,1.30,0.00,0.29,-,-,-,Aug 25/b,2.45,-1.21%,6508,-,7.66,-,0.05,1.39,3.38,-,131.20%,1700.00%,-,-,-,43.63M,2.96M,-,-,0.20%,-66.28%,2.00%,1.16,50.88K,-7.89%,-15.52%,-29.80%,-58.89%,-66.21%,-67.51%,4.77%,9.48%,2.00,50.88K,0.13,-,0.24,-9.97%,-8.26%,-50.83%,-76.62%,22.99%,40.64,-1.21%,0.00%
6107,7,6108,QID,ProShares UltraShort QQQ,Financial,Exchange Traded Fund,USA,-,-,19.52,0.93%,8080395,6108,-,-,-,-,-,-,-,-,-,-,-,-,-,19.52,0.93%,8080395,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.41M,-0.81%,9.23%,-1.11%,-16.55%,-46.78%,-31.27%,3.24%,2.87%,-,7.41M,1.09,-,0.57,2.74%,3.76%,-15.48%,-51.39%,11.10%,54.99,1.56%,-0.62%
6108,8,6109,QINT,American Century Quality Diversified International ETF,Financial,Exchange Traded Fund,USA,-,-,49.69,-0.21%,20180,6109,-,2.07%,-,-,-,-,-,-,-,-,-,-,-,49.69,-0.21%,20180,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.75K,-0.71%,-6.72%,-5.07%,-2.57%,13.66%,3.18%,0.79%,0.62%,-,17.75K,1.14,-,0.58,-3.72%,-4.85%,-3.05%,-7.96%,20.20%,33.88,-0.38%,0.17%
6109,9,6110,QIPT,Quipt Home Medical Corp.,Healthcare,Medical Devices,USA,258.99M,-,6.13,-1.13%,25182,6110,258.99M,-,-3.80%,-8.80%,1.30%,1.90,1.60,0.32,0.58,-,3.40%,-3.60%,Aug 23/a,6.13,-1.13%,25182,-,-,-,2.20,2.67,6.68,16.50,44.20%,-,34.90%,-,6.40%,30.89M,29.27M,4.03%,0.00%,17.30%,-,0.02%,0.08,77.39K,-1.61%,-5.11%,1.83%,-15.33%,60.98%,21.63%,3.60%,3.72%,-,77.39K,0.33,1.89,0.23,2.11%,1.73%,-3.65%,-27.02%,54.80%,51.19,-1.45%,0.32%
6110,10,6111,QIWI,QIWI plc,Financial,Credit Services,Cyprus,540.49M,3.87,8.75,1.51%,382540,6111,540.49M,10.06%,13.60%,31.10%,21.20%,1.90,1.90,0.17,0.44,56.70%,31.60%,23.90%,Aug 19/b,8.75,1.51%,382540,3.87,0.07,11.39,0.94,1.17,1.04,23.92,18.50%,-7.74%,14.80%,0.34%,18.10%,62.07M,11.60M,7.23%,0.00%,68.10%,-1.12%,9.42%,3.35,325.59K,3.31%,2.22%,-14.63%,-19.06%,-49.94%,-15.05%,2.07%,2.13%,2.70,325.59K,1.17,0.72,0.19,3.81%,-3.62%,-14.88%,-50.06%,9.99%,52.50,1.51%,0.00%
6111,11,6112,QK,Q&K International Group Limited,Real Estate,Real Estate Services,China,35.44M,-,0.75,-2.58%,286103,6112,35.44M,-,-116.10%,76.60%,169.20%,0.10,0.10,-,-,-0.90%,-,-,-,0.75,-2.58%,286103,-,-,-,0.19,-,8.64,-,-100.60%,-,-,-,-,45.07M,40.79M,-,-,14.70%,-21.30%,0.03%,0.07,187.17K,8.71%,0.04%,-41.85%,-67.10%,-88.74%,-72.12%,13.25%,11.45%,3.00,187.17K,1.53,-,0.07,12.03%,-8.05%,-59.42%,-88.62%,42.47%,53.06,-5.05%,2.60%
6112,12,6113,QLC,FlexShares US Quality Large Cap Index Fund,Financial,Exchange Traded Fund,USA,-,-,48.16,-0.06%,2964,6113,-,1.16%,-,-,-,-,-,-,-,-,-,-,-,48.16,-0.06%,2964,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.48K,0.72%,-2.92%,-0.32%,6.73%,28.31%,17.27%,0.85%,0.83%,-,19.48K,0.15,-,0.52,-0.64%,-1.91%,5.38%,-4.38%,36.82%,45.76,-0.20%,0.15%
6113,13,6114,QLD,ProShares Ultra QQQ,Financial,Exchange Traded Fund,USA,-,-,74.08,-1.02%,2236042,6114,-,-,-,-,-,-,-,-,-,-,-,-,-,74.08,-1.02%,2236042,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.79M,0.45%,-9.53%,-1.25%,13.65%,58.22%,28.71%,3.25%,2.91%,-,2.79M,0.80,-,2.29,-3.51%,-4.95%,10.44%,-11.14%,76.80%,42.96,-1.63%,0.63%
6114,14,6115,QLGN,"Qualigen Therapeutics, Inc.",Healthcare,Biotechnology,USA,35.94M,-,1.23,3.36%,141827,6115,35.94M,-,-41.70%,-90.60%,-62.20%,2.60,2.40,0.00,0.00,20.40%,-,-,-,1.23,3.36%,141827,-,-,-,7.19,2.86,2.36,-,95.80%,-,73.00%,-,-,28.85M,25.92M,0.70%,14.69%,8.80%,33.00%,6.40%,3.49,475.43K,-4.65%,-16.33%,-32.42%,-42.25%,-76.48%,-59.14%,4.40%,5.10%,2.00,475.43K,0.30,-0.71,0.08,-10.74%,-17.58%,-47.19%,-77.47%,6.03%,35.30,2.50%,0.84%
6115,15,6116,QLI,Qilian International Holding Group Limited,Healthcare,Drug Manufacturers - Specialty & Generic,China,146.93M,37.76,4.04,3.86%,13286,6116,146.93M,-,-,-,11.80%,4.40,3.50,0.00,0.06,10.30%,-,-,-,4.04,3.86%,13286,37.76,-,-,2.81,2.43,3.65,-,-5.00%,-,-,-,-,32.43M,8.06M,77.45%,0.00%,0.20%,-58.13%,0.77%,1.78,34.82K,1.76%,-2.88%,-5.83%,-9.42%,-,-59.60%,3.29%,2.95%,-,34.82K,0.38,-,0.12,0.77%,-1.62%,-18.12%,-81.64%,4.94%,50.82,4.12%,-0.26%
6116,16,6117,QLS,IQ Hedge Long/Short Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,27.24,-0.09%,2901,6117,-,1.91%,-,-,-,-,-,-,-,-,-,-,-,27.24,-0.09%,2901,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.32K,-0.33%,-2.65%,-0.67%,3.77%,12.74%,6.08%,0.40%,0.36%,-,9.32K,0.31,-,0.16,-1.19%,-1.62%,1.86%,-3.23%,16.71%,40.45,0.00%,-0.09%
6117,17,6118,QLTA,iShares Aaa - A Rated Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,55.91,-0.39%,155878,6118,-,2.06%,-,-,-,-,-,-,-,-,-,-,-,55.91,-0.39%,155878,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93.85K,-1.17%,-2.39%,-1.91%,0.40%,-3.14%,-4.46%,0.29%,0.31%,-,93.85K,1.66,-,0.22,-1.72%,-1.97%,-1.32%,-4.91%,2.27%,28.18,-0.36%,-0.04%
6118,18,6119,QLV,FlexShares US Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,-,-,51.31,-0.34%,40494,6119,-,1.13%,-,-,-,-,-,-,-,-,-,-,-,51.31,-0.34%,40494,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.35K,0.56%,-4.16%,-0.38%,6.28%,18.40%,12.64%,0.81%,0.70%,-,4.35K,9.30,-,0.50,-1.22%,-2.70%,4.35%,-5.44%,25.70%,42.82,-0.64%,0.30%
6119,19,6120,QLVD,FlexShares Developed Markets ex-US Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,-,-,27.35,-0.08%,211373,6120,-,1.94%,-,-,-,-,-,-,-,-,-,-,-,27.35,-0.08%,211373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.59K,0.44%,-5.04%,-2.58%,0.83%,11.27%,3.01%,0.35%,0.28%,-,2.59K,81.74,-,0.18,-2.09%,-3.38%,-0.68%,-11.42%,16.15%,35.94,-0.15%,0.07%
6120,0,6121,QLVE,FlexShares Emerging Markets Quality Low Volatility Index Fund,Financial,Exchange Traded Fund,USA,-,-,26.34,0.11%,871,6121,-,1.59%,-,-,-,-,-,-,-,-,-,-,-,26.34,0.11%,871,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.92K,0.72%,-3.48%,-1.72%,-2.52%,9.56%,-0.88%,0.12%,0.13%,-,0.92K,0.95,-,0.15,-0.50%,-0.98%,-2.97%,-16.20%,9.15%,47.16,0.14%,-0.04%
6121,1,6122,QLYS,"Qualys, Inc.",Technology,Software - Infrastructure,USA,4.28B,65.49,109.90,-2.46%,137400,6122,4.28B,-,9.30%,17.00%,21.30%,1.70,1.70,0.00,0.00,77.90%,20.20%,17.70%,Aug 09/a,109.90,-2.46%,137400,65.49,34.59,8.19,11.13,10.94,11.87,23.86,33.80%,4.10%,40.10%,8.00%,17.20%,39.10M,28.74M,12.90%,-10.39%,91.00%,-6.00%,13.95%,14.23,281.67K,-1.32%,-6.26%,4.82%,4.19%,10.99%,-9.82%,3.53%,2.85%,2.90,281.67K,0.49,0.65,3.33,-4.53%,-2.28%,1.50%,-26.16%,26.83%,41.96,-2.46%,0.00%
6122,2,6123,QMAR,FT Cboe Vest Growth-100 Buffer ETF - March,Financial,Exchange Traded Fund,USA,-,-,21.95,-0.04%,462,6123,-,-,-,-,-,-,-,-,-,-,-,-,-,21.95,-0.04%,462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.02K,0.36%,-1.06%,0.99%,4.97%,-,8.72%,0.19%,0.21%,-,7.02K,0.07,-,0.10,-0.20%,-0.24%,2.61%,-3.73%,10.36%,48.99,-0.04%,0.00%
6123,3,6124,QMCO,Quantum Corporation,Technology,Computer Hardware,USA,289.76M,-,5.19,-1.33%,240157,6124,289.76M,-,-15.80%,18.80%,34.10%,0.90,0.60,-,-,43.00%,-0.80%,-7.90%,Aug 09/a,5.19,-1.33%,240157,-,17.02,-,0.79,-,15.17,-,-497.10%,221.05%,18.70%,20.00%,-6.00%,57.13M,55.24M,6.30%,-9.16%,78.50%,3.51%,3.35%,6.26,296.14K,-3.89%,-4.95%,-20.40%,-35.61%,1.76%,-15.20%,3.30%,4.07%,1.70,296.14K,0.81,2.20,0.21,-1.13%,-7.75%,-27.91%,-45.20%,28.15%,43.74,-1.70%,0.38%
6124,4,6125,QMN,IQ Hedge Market Neutral Tracker ETF,Financial,Exchange Traded Fund,USA,-,-,27.12,-0.06%,1083,6125,-,2.10%,-,-,-,-,-,-,-,-,-,-,-,27.12,-0.06%,1083,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.03K,-0.37%,-1.04%,-0.82%,-0.47%,1.10%,-0.35%,0.10%,0.13%,-,1.03K,1.05,-,0.05,-0.57%,-0.68%,-0.81%,-3.59%,1.80%,31.73,-0.11%,0.06%
6125,5,6126,QMOM,Alpha Architect U.S. Quantitative Momentum ETF,Financial,Exchange Traded Fund,USA,-,-,49.34,-1.73%,2222,6126,-,-,-,-,-,-,-,-,-,-,-,-,-,49.34,-1.73%,2222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.49K,-1.15%,-4.51%,-1.78%,-7.48%,12.06%,-5.77%,1.02%,1.28%,-,6.49K,0.34,-,0.84,-2.98%,-1.87%,-5.77%,-27.64%,23.87%,43.78,-1.80%,0.07%
6126,6,6127,QNST,"QuinStreet, Inc.",Communication Services,Advertising Agencies,USA,936.15M,41.21,17.72,0.51%,133477,6127,936.15M,-,5.50%,8.30%,8.40%,1.80,1.80,0.00,0.00,12.20%,5.30%,4.10%,Aug 04/a,17.72,0.51%,133477,41.21,18.69,1.65,1.62,3.22,8.49,19.26,26.00%,18.80%,24.50%,25.00%,14.20%,53.70M,50.24M,1.30%,-36.69%,90.80%,1.12%,2.13%,4.51,237.36K,-1.50%,-6.04%,-4.16%,-12.23%,4.36%,-17.35%,2.75%,3.44%,1.30,237.36K,0.56,0.88,0.57,-1.46%,-0.67%,-10.46%,-31.82%,14.62%,48.02,0.23%,0.28%
6127,7,6128,QPX,AdvisorShares Q Dynamic Growth ETF,Financial,Exchange Traded Fund,USA,-,-,28.29,-0.57%,12520,6128,-,-,-,-,-,-,-,-,-,-,-,-,-,28.29,-0.57%,12520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.38K,0.00%,-4.07%,-1.07%,5.09%,-,13.06%,1.06%,1.05%,-,22.38K,0.56,-,0.36,-1.38%,-2.06%,4.27%,-4.93%,16.32%,44.58,-0.73%,0.17%
6128,8,6129,QQEW,First Trust ETF - First Trust NASDAQ-100 Equal Weighted Index Fund,Financial,Exchange Traded Fund,USA,-,-,111.86,-0.57%,38945,6129,-,0.27%,-,-,-,-,-,-,-,-,-,-,-,111.86,-0.57%,38945,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.14K,0.27%,-4.16%,-0.27%,4.70%,26.11%,10.90%,1.33%,1.17%,-,37.14K,1.05,-,1.44,-1.57%,-2.46%,3.59%,-5.07%,33.26%,42.72,-0.64%,0.07%
6129,9,6130,QQH,HCM Defender 100 Index ETF,Financial,Exchange Traded Fund,USA,-,-,49.09,-0.87%,12681,6130,-,-,-,-,-,-,-,-,-,-,-,-,-,49.09,-0.87%,12681,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.47K,0.06%,-6.62%,-0.77%,9.58%,38.74%,19.76%,2.01%,2.01%,-,44.47K,0.29,-,1.02,-2.57%,-3.48%,7.64%,-8.38%,49.62%,42.85,-1.50%,0.65%
6130,10,6131,QQQ,Invesco QQQ Trust,Financial,Exchange Traded Fund,USA,-,-,361.16,-0.50%,41745377,6131,-,0.49%,-,-,-,-,-,-,-,-,-,-,-,361.16,-0.50%,41745377,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.53M,0.27%,-4.83%,-0.35%,7.27%,28.34%,15.11%,1.62%,1.50%,-,39.53M,1.06,-,5.55,-1.68%,-2.37%,5.86%,-5.65%,35.28%,43.42,-0.85%,0.35%
6131,11,6132,QQQE,Direxion NASDAQ-100 Equal Weighted Index Shares,Financial,Exchange Traded Fund,USA,-,-,83.34,-0.55%,28655,6132,-,0.50%,-,-,-,-,-,-,-,-,-,-,-,83.34,-0.55%,28655,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.27K,0.36%,-4.14%,-0.26%,4.69%,26.14%,10.88%,1.36%,1.18%,-,33.27K,0.86,-,1.08,-1.55%,-2.45%,3.59%,-5.07%,33.24%,42.75,-0.87%,0.32%
6132,12,6133,QQQJ,Invesco NASDAQ Next Gen 100 ETF,Financial,Exchange Traded Fund,USA,-,-,33.19,-0.93%,232590,6133,-,-,-,-,-,-,-,-,-,-,-,-,-,33.19,-0.93%,232590,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,282.31K,-0.42%,-4.63%,-3.21%,1.65%,-,7.52%,1.69%,1.43%,-,282.31K,0.82,-,0.52,-1.86%,-2.46%,0.28%,-6.19%,34.54%,43.22,-1.19%,0.27%
6133,13,6134,QQQM,Invesco NASDAQ 100 ETF,Financial,Exchange Traded Fund,USA,-,-,148.45,-0.49%,443883,6134,-,-,-,-,-,-,-,-,-,-,-,-,-,148.45,-0.49%,443883,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,393.34K,0.28%,-4.82%,-0.34%,7.27%,-,15.16%,1.59%,1.41%,-,393.34K,1.13,-,2.23,-1.68%,-2.36%,5.88%,-5.63%,35.34%,43.33,-0.85%,0.36%
6134,14,6135,QQQN,VictoryShares Nasdaq Next 50 ETF,Financial,Exchange Traded Fund,USA,-,-,32.65,-0.88%,5671,6135,-,-,-,-,-,-,-,-,-,-,-,-,-,32.65,-0.88%,5671,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.13K,-0.58%,-4.89%,-3.89%,0.68%,17.57%,2.96%,1.60%,1.24%,-,16.13K,0.35,-,0.52,-2.18%,-2.79%,-1.15%,-8.90%,27.84%,42.82,-1.27%,0.39%
6135,15,6136,QQQX,Nuveen Nasdaq 100 Dynamic Overwrite Fund,Financial,Closed-End Fund - Equity,USA,1.21B,-,28.71,0.60%,73817,6136,1.21B,6.23%,-,-,-,-,-,-,-,-,-,-,-,28.71,0.60%,73817,-,-,-,-,-,-,-,-,-,-,-,-,42.07M,-,-,-,22.06%,-,-,0.78,94.59K,0.63%,-6.18%,-1.51%,1.41%,17.62%,10.38%,1.65%,1.40%,-,94.59K,0.78,-,0.43,-0.99%,-2.54%,2.15%,-6.91%,29.15%,44.50,0.03%,0.56%
6136,16,6137,QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,Financial,Exchange Traded Fund,USA,-,-,86.28,-0.32%,3107,6137,-,0.34%,-,-,-,-,-,-,-,-,-,-,-,86.28,-0.32%,3107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.50K,0.54%,-3.28%,-0.29%,5.12%,26.78%,8.64%,0.78%,0.69%,-,4.50K,0.69,-,0.81,-0.73%,-1.78%,3.22%,-4.20%,30.26%,44.98,-0.31%,-0.01%
6137,17,6138,QRFT,QRAFT AI-Enhanced U.S. Large Cap ETF,Financial,Exchange Traded Fund,USA,-,-,42.41,-0.34%,2824,6138,-,0.05%,-,-,-,-,-,-,-,-,-,-,-,42.41,-0.34%,2824,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.23K,0.19%,-4.14%,-0.63%,6.00%,27.52%,11.69%,1.12%,0.89%,-,5.23K,0.54,-,0.55,-1.37%,-2.50%,3.62%,-5.80%,34.79%,43.63,-0.59%,0.25%
6138,18,6139,QRHC,Quest Resource Holding Corporation,Industrials,Waste Management,USA,121.02M,74.88,6.29,0.00%,100857,6139,121.02M,-,1.70%,2.50%,0.40%,1.40,1.40,0.21,0.22,19.00%,3.20%,1.40%,Aug 16/a,6.29,0.00%,100857,74.88,27.96,4.99,0.98,1.67,12.10,19.21,220.00%,40.62%,15.90%,15.00%,-10.30%,18.82M,14.56M,1.70%,56.10%,44.20%,-4.24%,0.69%,1.13,89.71K,5.54%,2.53%,-12.15%,60.46%,209.85%,172.29%,3.53%,4.36%,-,89.71K,1.12,1.42,0.27,5.08%,2.69%,35.32%,-18.52%,251.40%,55.04,0.96%,-0.95%
6139,19,6140,QRTEA,"Qurate Retail, Inc.",Consumer Cyclical,Internet Retail,USA,4.08B,3.04,10.31,-1.25%,2654465,6140,4.08B,-,8.50%,39.30%,16.50%,1.00,0.70,1.73,2.24,34.80%,13.10%,9.80%,Aug 06/b,10.31,-1.25%,2654465,3.04,4.41,-,0.28,1.12,4.30,3.84,365.90%,3.04%,18.60%,-8.00%,9.10%,410.00M,366.65M,7.80%,-6.11%,89.70%,-0.70%,5.49%,6.56,3.07M,-1.72%,-1.62%,-19.39%,-13.83%,53.30%,-6.02%,2.83%,2.92%,2.40,3.07M,0.86,1.79,0.30,-0.63%,-4.44%,-14.36%,-29.48%,83.04%,44.94,-2.55%,1.34%
6140,0,6141,QRTEB,"Qurate Retail, Inc.",Consumer Cyclical,Internet Retail,USA,73.87M,3.08,10.44,1.66%,678,6141,73.87M,-,-,-,-,-,-,-,-,-,-,-,-,10.44,1.66%,678,3.08,-,-,0.01,1.18,-,-,-,-,-,-,-,7.08M,-,87.51%,0.00%,0.70%,-,-,0.10,3.21K,-3.42%,-5.61%,-22.03%,-17.02%,-3.87%,-3.87%,0.71%,1.85%,-,3.21K,0.21,-,0.26,-1.23%,-5.76%,-13.65%,-39.97%,76.81%,44.18,0.10%,1.56%
